ID	Cognate_ID	Year	Original_Form	Orthography	Ortho_Segments	IPA	IPA_Segments	Indonesian	English	English_Original	Doculect	Sources	Note_for_Year	Note_for_Cognate	Crossreference	PAN_Etymon	PAN_English	PAN_Source	PMP_Etymon	PMP_English	PMP_Source	Etymology_Source	Concepticon_Gloss	Semantic_Field	Concepticon	Number_of_Cognates
6292	1969	1987	k-ãnũ	k-ãnũ	k - ã n ũ	k-ãnũ	k - ã n ũ	tidur	sleep		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6293	1970	1855	fanakoe	fanaku	f a n a k u	fanaku	f a n a k u	tidur	sleep		Enggano South?	v. Rosenberg 1855	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6294	1970	1855	panoeko	panuko	p a n u k o	panuko	p a n u k o	tidur	sleep		Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6295	1970	1878	panuku	panuku	p a n u k u	panuku	p a n u k u	tidur	sleep		Enggano Northwest	v. Rosenberg 1878	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6296	1970	1894	cauho	ka:uho	k a:u h o	kauho	k au h o	tidur	sleep		Enggano	Modigliani 1894	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6297	1970	1987	ki-ʔúohe	ki-'úohe	k i - ' ú o h e	ki-ʔúohe	k i - ʔ ú o h e	tidur	sleep		Enggano	Kähler 1987	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6298	1970	2011	ba-ʔueh	ba-'uEh	b a - ' u E h	ba-ʔuɛh	b a - ʔ u ɛ h	tidur	sleep		Enggano Meok	Yoder 2011	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	6
6299	1971	1888	oewoho	uwoho	u w o h o	uwoho	u w o h o	tidur	sleep		Enggano	Helfrich 1888	""oewoho"" belongs to Helfrich's ""first dialect""	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6300	1971	1891	oewoho	uwoho	u w o h o	uwoho	u w o h o	tidur	sleep		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6301	1971	1891	oewoho	uwoho	u w o h o	uwoho	u w o h o	tidur	sleep		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6302	1971	1894	euho	euho	e u h o	euho	e u h o	tidur	sleep		Enggano	Modigliani 1894	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6303	1971	1895	oewŏhŏ	uwOhO	u w O h O	uwɔhɔ	u w ɔ h ɔ	tidur	sleep		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6304	1971	1979	weh	weh	w e h	weh	w e h	tidur	sleep		Enggano	Amran et al. 1979	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6305	1971	1987	ki-ʔúoho	ki-'úoho	k i - ' ú o h o	ki-ʔúoho	k i - ʔ ú o h o	tidur	sleep		Enggano	Kähler 1987	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6306	1971	1987	wEh	wEh	w E h	wɛh	w ɛ h	tidur	sleep		Enggano Malakoni	Kasim et al. 1987	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6307	1971	1987	wEh	wEh	w E h	wɛh	w ɛ h	tidur	sleep		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6308	1971	2011	ʔueh	'uEh	' u E h	ʔuɛh	ʔ u ɛ h	tidur	sleep		Enggano Meok	Yoder 2011	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6309	1971	2019	ku'eh	ku'eh	k u ' e h	kuʔeh	k u ʔ e h	tidur	sleep		Enggano Elicitation	Aron 2019	NA	NA	cf. lie down	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	8
6310	1972	1987	k-ããmĩ	k-ããmĩ	k - ã ã m ĩ	k-ããmĩ	k - ã ã m ĩ	tidur	sleep		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLEEP	The body	https://concepticon.clld.org/parameters/1585	1
6311	1973	1987	kãʔãpã-nũkõ	kã'ãpã-nũkõ	k ã ' ã p ã - n ũ k õ	kãʔãpã-nũkɔ͂	k ã ʔ ã p ã - n ũ k ɔ͂	mengantuk	sleepy		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLEEPY	The body	https://concepticon.clld.org/parameters/3620	1
6312	1974	1987	ki-ʔodea	ki-'odea	k i - ' o d e a	ki-ʔodea	k i - ʔ o d e a	mengantuk	sleepy		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLEEPY	The body	https://concepticon.clld.org/parameters/3620	1
6313	1975	1987	ki-kohea	ki-kohea	k i - k o h e a	ki-kohea	k i - k o h e a	meluncur	slide off		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIP	Motion	https://concepticon.clld.org/parameters/1324	1
6314	1976	1895	kahèkanie	kahEkani	k a h E k a n i	kahɛkani	k a h ɛ k a n i	langsing	slim		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THIN (SLIM)	Spatial relations	https://concepticon.clld.org/parameters/1400	1
6315	1977	1891	kanènonèno	kanEnonEno	k a n E n o n E n o	kanɛnonɛno	k a n ɛ n o n ɛ n o	licin	slippery		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6316	1977	1891	kanènonèno	kanEnonEno	k a n E n o n E n o	kanɛnonɛno	k a n ɛ n o n ɛ n o	licin	slippery		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6317	1977	1987	kanEno	kanEno	k a n E n o	kanɛno	k a n ɛ n o	licin	slippery		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6318	1977	1987	kanEno	kanEno	k a n E n o	kanɛno	k a n ɛ n o	licin	slippery		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6319	1977	2011	karneno	karnEno	k a r n E n o	karnɛno	k a r n ɛ n o	licin	slippery		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6320	1977	2019	karneno	karneno	k a r n e n o	karneno	k a r n e n o	licin	slippery		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLIPPERY	Sense perception	https://concepticon.clld.org/parameters/3702	3
6321	1978	1891	fanihiöfi	fanixi'ofi	f a n i x i ' o f i	faniçiʔofi	f a n i ç i ʔ o f i	lambat	slow		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	3
6322	1978	1891	fanihiöfi	fanixi'ofi	f a n i x i ' o f i	faniçiʔofi	f a n i ç i ʔ o f i	lambat	slow		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	3
6323	1978	1894	chèoba_pohai_paniha	kEoba_poha:i_panixa	k E o b a _ p o h a:i _ p a n i x a	kɛoba_pohai_paniça	k ɛ o b a _ p o h ai _ p a n i ç a	lambat	slow		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	3
6324	1978	1895	fanihiōfi	fanixioofi	f a n i x i o o f i	faniçioːfi	f a n i ç i oː f i	lambat	slow	late	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	3
6325	1979	1891	farihöfie	farixu̇fi	f a r i x u̇ f i	fariçɨfi	f a r i ç ɨ f i	lambat/perlahan	slow		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	2
6326	1979	1891	parihöfie	parixu̇fi	p a r i x u̇ f i	pariçɨfi	p a r i ç ɨ f i	lambat/perlahan	slow		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SLOW	Time	https://concepticon.clld.org/parameters/701	2
6327	1980	1891	koforie	kofori	k o f o r i	kofori	k o f o r i	mencucup	slurp		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRINK	Food and drink	https://concepticon.clld.org/parameters/1401	1
6328	1980	1891	koforie	kofori	k o f o r i	kofori	k o f o r i	mencucup	slurp		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRINK	Food and drink	https://concepticon.clld.org/parameters/1401	1
6329	1981	1891	kokokfie	kokokfi	k o k o k f i	kokokfi	k o k o k f i	mencucup	slurp		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRINK	Food and drink	https://concepticon.clld.org/parameters/1401	1
6330	1981	1891	kokokfie	kokokfi	k o k o k f i	kokokfi	k o k o k f i	mencucup	slurp		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRINK	Food and drink	https://concepticon.clld.org/parameters/1401	1
6331	1982	1855	noeki_noeki	nuki_nuki	n u k i _ n u k i	nuki_nuki	n u k i _ n u k i	kecil	small		Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6332	1982	1855	noekie_noekie	nukii_nukii	n u k i i _ n u k i i	nukiː_nukiː	n u k iː _ n u k iː	kecil	small		Enggano Northwest?	vd Straten & S. 1855	noekie noekie means 'small, narrow' ,, noekie means 'low'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6333	1982	1864	noe-ie-kie	nu'ii'kii	n u ' i i ' k i i	nuʔiːʔkiː	n u ʔ iː ʔ k iː	kecil	small		Enggano North	Walland 1864	noe-ie-kie  means 'small'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6334	1982	1864	koh niekieh	ko niikiix	k o # n i i k i i x	ko niːkiːç	k o # n iː k iː ç	kecil	small		Enggano North	Walland 1864	koh niekieh   means 'narrow'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6335	1982	1870	noekie	nukii	n u k i i	nukiː	n u k iː	kecil	small		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6336	1982	1879	noekie	nuki	n u k i	nuki	n u k i	kecil	small		Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6337	1982	1891	nokie	noki	n o k i	noki	n o k i	kecil	small	small, a bit	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6338	1982	1891	nokie	noki	n o k i	noki	n o k i	kecil	small	small, a bit	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6339	1982	1894	nuchi	nuki	n u k i	nuki	n u k i	kecil	small		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6340	1982	1895	nŏkie	nOki	n O k i	nɔki	n ɔ k i	kecil	small		Enggano Pulau Dua 1895	Stockhof 1987	nŏkie  means 'small'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6341	1982	1895	noekinoe(k)	nukinu'	n u k i n u '	nukinuʔ	n u k i n u ʔ	kecil	small		Enggano Pulau Dua 1895	Stockhof 1987	noekinoe(k)   means 'low'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6342	1982	1979	nuik	nuik	n u i k	nuik	n u i k	kecil	small		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6343	1982	1987	nũkĩ-nũkĩ	nũkĩ-nũkĩ	n ũ k ĩ - n ũ k ĩ	nũkĩ-nũkĩ	n ũ k ĩ - n ũ k ĩ	kecil	small		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6344	1982	1987	īīkh	iikʰ	i i k ʰ	iːkʰ	iː k ʰ	kecil	small		Enggano Malakoni	Kasim et al. 1987	īīkh  means 'small'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6345	1982	1987	nuīīkh	nuiikʰ	n u i i k ʰ	nuiːkʰ	n u iː k ʰ	kecil	small		Enggano Malakoni	Kasim et al. 1987	nuīīkh   means 'short'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6346	1982	1987	īīkh	iikʰ	i i k ʰ	iːkʰ	iː k ʰ	kecil	small		Enggano Banjar Sari	Kasim et al. 1987	īīkh  means 'small'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6347	1982	1987	nuīīkh	nuiikʰ	n u i i k ʰ	nuiːkʰ	n u iː k ʰ	kecil	small		Enggano Banjar Sari	Kasim et al. 1987	nuīīkh   means 'short'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6348	1982	2011	nuʔik	nu'ik	n u ' i k	nuʔik	n u ʔ i k	kecil	small		Enggano Meok	Yoder 2011	nuʔik  means 'small'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6349	1982	2011	nuʔik nuʔ	nu'ik nu'	n u ' i k # n u '	nuʔik nuʔ	n u ʔ i k # n u ʔ	kecil	small		Enggano Meok	Yoder 2011	nuʔik nuʔ   means 'short'	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6350	1982	2019	nu'ik	nu'ik	n u ' i k	nuʔik	n u ʔ i k	kecil	small		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6351	1982	2023	nuik	nuik	n u i k	nuik	n u i k	kecil	small		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6352	1982	2023	nu'ik	nu'ik	n u ' i k	nuʔik	n u ʔ i k	kecil	small		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6353	1982	2023	nu'uik	nu'uik	n u ' u i k	nuʔuik	n u ʔ u i k	kecil	small		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	13
6354	1983	1895	kimoemoehĕ	kimumuhė	k i m u m u h ė	kimumuhə	k i m u m u h ə	kecil	small		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALL	Spatial relations	https://concepticon.clld.org/parameters/1246	1
6355	1984	1895	nanaoeni	nanauni	n a n a u n i	nanauni	n a n a u n i	cacar	smallpox	smallpox, measles	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALLPOX	The body	https://concepticon.clld.org/parameters/1054	1
6356	1985	1894	pacunuio	pakunuio	p a k u n u i o	pakunuio	p a k u n u i o	cacar	smallpox		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMALLPOX	The body	https://concepticon.clld.org/parameters/1054	1
6357	1986	1891	kifĕhai	kifėhai	k i f ė h a i	kifəhai	k i f ə h a i	pintar	smart		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMART	Cognition	https://concepticon.clld.org/parameters/2530	2
6358	1986	1891	kifĕhai	kifėhai	k i f ė h a i	kifəhai	k i f ə h a i	pintar	smart		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMART	Cognition	https://concepticon.clld.org/parameters/2530	2
6359	1986	1894	cabahoia	kabahoia	k a b a h o i a	kabahoia	k a b a h o i a	pintar	smart		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMART	Cognition	https://concepticon.clld.org/parameters/2530	2
6360	1987	1855	hanna	hanna	h a n n a	hanna	h a n n a	bau	smell		Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. fragrance, cf. mencium	NA	NA	NA	NA	NA	NA	NA	SMELL (STINK)	Sense perception	https://concepticon.clld.org/parameters/1587	4
6361	1987	1864	menoeh	menuh	m e n u h	menuh	m e n u h	bau	smell		Enggano North	Walland 1864	NA	NA	cf. fragrance, cf. mencium	NA	NA	NA	NA	NA	NA	NA	SMELL (STINK)	Sense perception	https://concepticon.clld.org/parameters/1587	4
6362	1987	2011	minuʔ	minu'	m i n u '	minuʔ	m i n u ʔ	bau	smell	smell, sniff	Enggano Meok	Yoder 2011	NA	NA	cf. fragrance, cf. mencium	NA	NA	NA	NA	NA	NA	NA	SMELL (STINK)	Sense perception	https://concepticon.clld.org/parameters/1587	4
6363	1987	2019	kiminu	kiminu	k i m i n u	kiminu	k i m i n u	bau	smell		Enggano Elicitation	Aron 2019	NA	NA	cf. fragrance, cf. mencium	NA	NA	NA	NA	NA	NA	NA	SMELL (STINK)	Sense perception	https://concepticon.clld.org/parameters/1587	4
6364	1988	1891	èokak²	Eoka'	E o k a '	ɛokaʔ	ɛ o k a ʔ	senyum	smile		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMILE	Emotions and values	https://concepticon.clld.org/parameters/1451	2
6365	1988	1891	èokak²	Eoka'	E o k a '	ɛokaʔ	ɛ o k a ʔ	senyum	smile		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMILE	Emotions and values	https://concepticon.clld.org/parameters/1451	2
6366	1988	1895	èo(k)oi	EO'Oi	E O ' O i	ɛɔʔɔi	ɛ ɔ ʔ ɔ i	senyum	smile		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMILE	Emotions and values	https://concepticon.clld.org/parameters/1451	2
6367	1989	1891	kanoa	kanoa	k a n o a	kanoa	k a n o a	asap (n.)	smoke (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6368	1989	1891	kanoa	kanoa	k a n o a	kanoa	k a n o a	asap (n.)	smoke (n.)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6369	1989	1979	ekanoa	ekanoa	e k a n o a	ekanoa	e k a n o a	asap (n.)	smoke (n.)		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6370	1989	1987	ẽ-kãnõã	ẽ-kãnõã	ẽ - k ã n õ ã	ẽ-kãnɔ͂ã	ẽ - k ã n ɔ͂ ã	asap (n.)	smoke (n.)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6371	1989	1987	kano	kano	k a n o	kano	k a n o	asap (n.)	smoke (n.)		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6372	1989	1987	kano	kano	k a n o	kano	k a n o	asap (n.)	smoke (n.)		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6373	1989	2011	kano	kano	k a n o	kano	k a n o	asap (n.)	smoke (n.)		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6374	1989	2019	kano	kano	k a n o	kano	k a n o	asap (n.)	smoke (n.)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	4
6375	1990	1891	èifĕ	e:ifė	e:i f ė	ɛifə	ɛi f ə	asap (n.)	smoke (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. steam	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	Edwards 2015:94-97, Nothofer 1994:396	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	3
6376	1990	1891	èifo	e:ifo	e:i f o	ɛifo	ɛi f o	asap (n.)	smoke (n.)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. steam	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	Edwards 2015:94-97, Nothofer 1994:396	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	3
6377	1990	1987	ẽ-ĩpõ	ẽ-ĩpõ	ẽ - ĩ p õ	ẽ-ĩpɔ͂	ẽ - ĩ p ɔ͂	asap (n.)	smoke (n.)	smoke, steam, fog	Enggano	Kähler 1987	NA	NA	cf. steam	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	Edwards 2015:94-97, Nothofer 1994:396	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	3
6378	1990	1987	e-ipo	e-ipo	e - i p o	e-ipo	e - i p o	asap (n.)	smoke (n.)	smoke, steam, fog	Enggano	Kähler 1987	NA	NA	cf. steam	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	*<a href=""https://acd.clld.org/cognatesets/27711"" target=""_blank"">qəbəl</a>	smoke	ACD	Edwards 2015:94-97, Nothofer 1994:396	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	3
6379	1991	1895	ŏkŏ	OkO	O k O	ɔkɔ	ɔ k ɔ	asap (n.)	smoke (n.)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EXHAUST)	The physical world	https://concepticon.clld.org/parameters/778	1
6380	1992	1891	anoekok²	anuko'	a n u k o '	anukoʔ	a n u k o ʔ	berasap (v.)	smoke (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EMIT SMOKE)	Basic actions and technology	https://concepticon.clld.org/parameters/2859	1
6381	1992	1891	anoekok²	anuko'	a n u k o '	anukoʔ	a n u k o ʔ	berasap (v.)	smoke (v.)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMOKE (EMIT SMOKE)	Basic actions and technology	https://concepticon.clld.org/parameters/2859	1
6382	1993	1888	koanoe	koanu	k o a n u	koanu	k o a n u	keong	snail		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNAIL	Animals	https://concepticon.clld.org/parameters/1543	1
6383	1994	1855	saoeda	xa:oda	x a:o d a	çaoda	ç ao d a	ular	snake		Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNAKE	Animals	https://concepticon.clld.org/parameters/730	2
6384	1994	1878	sauda	sa:uda	s a:u d a	sauda	s au d a	ular	snake		Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNAKE	Animals	https://concepticon.clld.org/parameters/730	2
6385	1995	1987	ẽ-ãnõnõũ	ẽ-ãnõnõũ	ẽ - ã n õ n õ ũ	ẽ-ãnɔ͂nɔ͂ũ	ẽ - ã n ɔ͂ n ɔ͂ ũ	ular sungai	snake (river)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNAKE	Animals	https://concepticon.clld.org/parameters/730	1
6386	1996	1864	nanoah	nanOah	n a n O a h	nanɔah	n a n ɔ a h	ular kecil	snake (small)		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNAKE	Animals	https://concepticon.clld.org/parameters/730	4
