year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
2019	ba'au	jambu	rose apple	plants	Enggano Elicitation	Aron 2019	1787	2019	rose apple	1				jambu
1987	karo	busuk	rotten		Enggano Malakoni	Kasim et al. 1987	1788	1987	rotten	1				
1987	karo	busuk	rotten		Enggano Banjar Sari	Kasim et al. 1987	1788	1987	rotten	1				
2011	ka-ro	busuk	rotten		Enggano Meok	Yoder 2011	1788	2011	rotten	1				
2019	karo	busuk	rotten		Enggano Elicitation	Aron 2019	1788	2019	rotten	1				
2011	ka-rahrah	kasar/berigi-rigi	rough		Enggano Meok	Yoder 2011	1789	2011	rough	1				
2019	ka'rarah	kasar/berigi-rigi	rough		Enggano Elicitation	Aron 2019	1789	2019	rough	1				
1864	kenahie-niah	bulat	round	object features	Enggano North	Walland 1864	1790	1864	round	1				
1891	kaboeĕboeĕ	bulat	round	object features	Enggano Kèfoe	Helfrich & Pieters 1891	1790	1891	round	1				
1891	kaboeĕboeĕ	bulat	round	object features	Enggano Barohia	Helfrich & Pieters 1891	1790	1891	round	1				
1895	kaboeĕboeĕ	bulat	round	object features	Enggano Pulau Dua 1895	Stockhof 1987	1790	1895	round	1				
1987	kaka-kadodi	bulat	round	object features	Enggano	Kähler 1987	1790	1987K	round	1				
2011	kaʔ-bubu	bulat	round	object features	Enggano Meok	Yoder 2011	1790	2011	round	1				
2019	kabubu	bulat	round	object features	Enggano Elicitation	Aron 2019	1790	2019	round	1				
1987	kaka-kadio	bulat	round		Enggano	Kähler 1987	1791	1987K	round	1				
1891	fainèné	baris	row (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	1792	1891	row (n.)	1				
1891	painèné	baris	row (n.)		Enggano Barohia	Helfrich & Pieters 1891	1792	1891	row (n.)	1				
1864	vha-hodjie	mendayung	row (v.)	activities	Enggano North	Walland 1864	1793	1864	row (v.)	1				cf. paddle
1895	bakaŏedjie	mendayung	row (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	1793	1895	row (v.)	1				cf. paddle
1895	kanĕhak	perahu dayung	rowboat	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1794	1895	rowboat	1				
1895	scotjie	perahu dayung	rowboat	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1795	1895	rowboat	1				must be a loanword but from which language?
1891	èhèkoewĕ	bangku dayung	rowing bench		Enggano Kèfoe	Helfrich & Pieters 1891	1796	1891	rowing bench	1				
1891	èhèkoewĕ	bangku dayung	rowing bench		Enggano Barohia	Helfrich & Pieters 1891	1796	1891	rowing bench	1				
1864	khi-ioh	menggosok	rub	activities	Enggano North	Walland 1864	1797	1864	rub	1				
1864	paka-kahah	menggosok	rub	activities	Enggano North	Walland 1864	1798	1864	rub	1				
1987	‘ah'E	menggosok	rub	activities	Enggano Malakoni	Kasim et al. 1987	1798	1987	rub	1				
1987	‘ah'E	menggosok	rub	activities	Enggano Banjar Sari	Kasim et al. 1987	1798	1987	rub	1				
1891	kèo ki fakoenak kitaiboe	kasar	rude	emotion	Enggano Kèfoe	Helfrich & Pieters 1891	1799	1891	rude	1				
1891	kèo kipa-koenak kitaiboe	kasar	rude	emotion	Enggano Barohia	Helfrich & Pieters 1891	1799	1891	rude	1				
1855	ajakraha	kasar	rude	emotion	Enggano Northwest?	vd Straten & S. 1855	1800	1855vdS	rude	1				
1891	kifofoa	hancur	ruined		Enggano Kèfoe	Helfrich & Pieters 1891	1801	1891	ruined	1				
1891	kifofoa	hancur	ruined		Enggano Barohia	Helfrich & Pieters 1891	1801	1891	ruined	1				
1855	jarapoerpoera	lari	run	movement	Enggano South?	v. Rosenberg 1855	1802	1855vR	run	1				
1855	kapoepoea	lari	run	movement	Enggano Northwest?	vd Straten & S. 1855	1802	1855vdS	run	1				
1891	kifoea	lari	run	movement	Enggano Kèfoe	Helfrich & Pieters 1891	1802	1891	run	1				
1891	kifoea	lari	run	movement	Enggano Barohia	Helfrich & Pieters 1891	1802	1891	run	1				
1895	kifoea	lari	run	movement	Enggano Pulau Dua 1895	Stockhof 1987	1802	1895	walk	1				
2011	ki-pu	lari	run	movement	Enggano Meok	Yoder 2011	1802	2011	run	1				
2011	pu	lari	run	movement	Enggano Meok	Yoder 2011	1803	2011	run	1				
2019	pu	lari	run	movement	Enggano Elicitation	Aron 2019	1803	2019	run	1				
1891	kak²kai	karat	rust		Enggano Kèfoe	Helfrich & Pieters 1891	1804	1891	rust	1				
1891	kak²kai	karat	rust		Enggano Barohia	Helfrich & Pieters 1891	1804	1891	rust	1				
1895	èhiafo	pedang/parang/klewang	saber	weapons	Enggano Pulau Dua 1895	Stockhof 1987	1805	1895	saber	1				
1864	kikoêmak-kah	pedang	saber	weapons	Enggano North	Walland 1864	1806	1864	saber	1				
1895	èoba kamakŏ	karung	sack		Enggano Pulau Dua 1895	Stockhof 1987	1807	1895	bag or sack	1	first element means 'house'	<w><m>èoba</m> <def>means 'house'</def></w>		
1895	èjahakowèk	tempat menyeramkan	sacred place		Enggano Pulau Dua 1895	Stockhof 1987	1808	1895	sacred place	1				
1987	e-taku	sagu	sago	plants	Enggano	Kähler 1987	1809	1987K	sago	1				loanword sagu
2011	kõʔkõʔ	rumbia/sagu	sagu palm	plants	Enggano Meok	Yoder 2011	1810	2011	sagu palm	1				
2019	kõ'kõ	rumbia/sagu	sagu palm	plants	Enggano Elicitation	Aron 2019	1810	2019	sagu palm	1				
1864	maneh-neh	layar (n.)	sail (n.)	human objects	Enggano North	Walland 1864	1811	1864	sail (n.)	1				
1895	moenènè	layar (n.)	sail (n.)	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1811	1895	sail (v.)	1				
1895	paoepă	berlayar	sail (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	1812	1895	sail (v.)	1				
1864	ke-poeakah	berlayar	sail (v.)	activities	Enggano North	Walland 1864	1813	1864	sail (v.)	1				
1891	ahita	air liur	saliva	bodily fluids	Enggano Kèfoe	Helfrich & Pieters 1891	1814	1891	saliva	1				
1891	ahita	air liur	saliva	bodily fluids	Enggano Barohia	Helfrich & Pieters 1891	1814	1891	saliva	1				
1895	èitŏfĕ	air liur	saliva	bodily fluids	Enggano Pulau Dua 1895	Stockhof 1987	1815	1895	saliva	1				
1895	sajoer	garam	salt	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1816	1895	salt	1				
1987	e-ʔue	garam	salt	natural objects	Enggano	Kähler 1987	1816	1987K	salt	1	cf. sea	cf. <re><w>sea</w></re>		
1987	kanam	garam	salt	natural objects	Enggano Malakoni	Kasim et al. 1987	1816	1987	salt	1	loanword garam	<etym type='loanword'>garam</etym>		
1987	kanam	garam	salt	natural objects	Enggano Banjar Sari	Kasim et al. 1987	1816	1987	salt	1	loanword garam	<etym type='loanword'>garam</etym>		
2011	kanam	garam	salt	natural objects	Enggano Meok	Yoder 2011	1816	2011	salt	1	loanword garam	<etym type='loanword'>garam</etym>		
2019	kanam	garam	salt	natural objects	Enggano Elicitation	Aron 2019	1816	2019	salt	1				
1894	eué	air garam	saltwater	natural objects	Enggano	Modigliani 1894	1817	1894	saltwater	1				air laut_;_cf. sea
1894	lebo²	air garam	saltwater	natural objects	Enggano	Modigliani 1894	1818	1894	saltwater	1				air laut_;_cf. sea
1891	kaoewèoewè	asin	salty	taste	Enggano Kèfoe	Helfrich & Pieters 1891	1819	1891	salty	1				
1891	kaoewèoewè	asin	salty	taste	Enggano Barohia	Helfrich & Pieters 1891	1819	1891	salty	1				
1895	kaoewè oewè	asin	salty	taste	Enggano Pulau Dua 1895	Stockhof 1987	1819	1895	salty	1				
1864	piemonie	asin	salty	taste	Enggano North	Walland 1864	1820	1864	salty	1				
1891	fanakonĕ	sama	same		Enggano Kèfoe	Helfrich & Pieters 1891	1821	1891	same	1				cf. equal, even
1891	panakonĕ	sama	same		Enggano Barohia	Helfrich & Pieters 1891	1821	1891	same	1				cf. equal, even
1894	panacona	sama	same		Enggano	Modigliani 1894	1821	1894	same	1				cf. equal, even
1864	roh-roh	pasir	sand	natural objects	Enggano North	Walland 1864	1822	1864	sand	1				
1891	èloora	pasir	sand	natural objects	Enggano Kèfoe	Helfrich & Pieters 1891	1822	1891	sand	1				
1891	èroora	pasir	sand	natural objects	Enggano Barohia	Helfrich & Pieters 1891	1822	1891	sand	1				
1895	ĕrŏōrai	pasir	sand	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1822	1895	sand	1				
1987	e-doʔodao	pasir	sand	natural objects	Enggano	Kähler 1987	1822	1987K	sand	1				
1987	doqra	pasir	sand	natural objects	Enggano Malakoni	Kasim et al. 1987	1822	1987	sand	1				
1987	doqra	pasir	sand	natural objects	Enggano Banjar Sari	Kasim et al. 1987	1822	1987	sand	1				
2011	doʔra	pasir	sand	natural objects	Enggano Meok	Yoder 2011	1822	2011	sand	1				
2019	dora	pasir	sand	natural objects	Enggano Elicitation	Aron 2019	1822	2019	sand	1				
1855	hawo hawo	pasir	sand	natural objects	Enggano South?	v. Rosenberg 1855	1823	1855vR	sand	1				
1895	haoehaoe	pasir	sand	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1823	1895	sand	1				
1987	ehahəao	pasir	sand	natural objects	Enggano	Kähler 1987	1823	1987K	sand	1				
<1855	lofoh-froba	pasir	sand	natural objects	Enggano	Brouwer <1855	1824	<1855	sand	1				
1855	lafo beroba	pasir	sand	natural objects	Enggano Northwest?	vd Straten & S. 1855	1824	1855vdS	sand	1				
1895	èoehoe	pasir	sand	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1824	1895	sand	1				
1987	e-hahɨao	pasir	sand	natural objects	Enggano	Kähler 1987	1824	1987K	sand	1				
1895	èjahèla	busung pasir	sandbank	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1825	1895	sandbank	1			second part 'beach'?	
1891	èfitoe	getah	sap	plants	Enggano Kèfoe	Helfrich & Pieters 1891	1826	1891	sap	1				
1891	èpitoe	getah	sap	plants	Enggano Barohia	Helfrich & Pieters 1891	1826	1891	sap	1				
1895	èfīdjoe (èpīdjoe)	getah	sap	plants	Enggano Pulau Dua 1895	Stockhof 1987	1826	1895	gum	1				
1895	èbèdiĕ	getah	sap	plants	Enggano Pulau Dua 1895	Stockhof 1987	1827	1895	sap	1				
1895	èbo kārăha(k) diĕ	getah	sap	plants	Enggano Pulau Dua 1895	Stockhof 1987	1828	1895	sap	1				cf. water
1987	e-bē	getah	sap	plants	Enggano	Kähler 1987	1828	1987K	sap, liquid	1				cf. water
1895	kainèk	sarung	sarong	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1829	1895	cotton fabric	1				
2011	kanimuʔ	sarung	sarong	human objects	Enggano Meok	Yoder 2011	1829	2011	sarong	1				
2019	kanimu	sarung	sarong	human objects	Enggano Elicitation	Aron 2019	1829	2019	sarong	1				
1891	wafiaka	puas	satisfied	human features	Enggano Kèfoe	Helfrich & Pieters 1891	1830	1891	satisfied	1				
1891	wapiaka	puas	satisfied	human features	Enggano Barohia	Helfrich & Pieters 1891	1830	1891	satisfied	1				
1895	wapiaka	puas	satisfied	human features	Enggano Pulau Dua 1895	Stockhof 1987	1830	1895	satisfied	1				
1894	chichihichi	menyimpan	save	activities	Enggano	Modigliani 1894	1831	1894	save	1				
1891	öökie	gergaji	saw (tool)	tools	Enggano Kèfoe	Helfrich & Pieters 1891	1832	1891	saw (tool)	1				
1891	öökie	gergaji	saw (tool)	tools	Enggano Barohia	Helfrich & Pieters 1891	1832	1891	saw (tool)	1				
1891	pĕkoeaba	mengatakan	say	activities	Enggano Kèfoe	Helfrich & Pieters 1891	1833	1891	say	1				
1891	pĕkoeaba	mengatakan	say	activities	Enggano Barohia	Helfrich & Pieters 1891	1833	1891	say	1				
1894	pecuaba	mengatakan	say	activities	Enggano	Modigliani 1894	1833	1894	say	1				
1895	pĕkoeaba	mengatakan	say	activities	Enggano Pulau Dua 1895	Stockhof 1987	1833	1895	speak	1				
1987	pana	mengatakan	say	activities	Enggano Malakoni	Kasim et al. 1987	1833	1987	say	1				
1987	pana	mengatakan	say	activities	Enggano Banjar Sari	Kasim et al. 1987	1833	1987	say	1				
2011	pa-na	mengatakan	say	activities	Enggano Meok	Yoder 2011	1833	2011	say	1				
2019	kipana	mengatakan	say	activities	Enggano Elicitation	Aron 2019	1833	2019	say	1				
1987	ki-ʔua	mengatakan	say	activities	Enggano	Kähler 1987	1834	1987K	say	1				
1987	uēh	mengatakan	say	activities	Enggano Malakoni	Kasim et al. 1987	1834	1987	say	1				
1987	uēh	mengatakan	say	activities	Enggano Banjar Sari	Kasim et al. 1987	1834	1987	say	1				
2011	ʔu(-ar) ; ki(r)-ʔu	mengatakan	say	activities	Enggano Meok	Yoder 2011	1834	2011	say	2				
2019	ua ; ku'war	mengatakan	say	activities	Enggano Elicitation	Aron 2019	1834	2019	say	2				
1891	èoefoek²	kudis	scabies		Enggano Kèfoe	Helfrich & Pieters 1891	1835	1891	scabies	1				
1891	èoefoek²	kudis	scabies		Enggano Barohia	Helfrich & Pieters 1891	1835	1891	scabies	1				
1895	èoefoe(k)	kudis	scabies		Enggano Pulau Dua 1895	Stockhof 1987	1835	1895	eruption (of rash)	1				
1895	(èoenèkè) katian	timbangan	scale (for weighing)	tools	Enggano Pulau Dua 1895	Stockhof 1987	1836	1895	steelyard, weigh-beam	1				
1891	èna	sisik	scale (of fish/snake)		Enggano Kèfoe	Helfrich & Pieters 1891	1837	1891	scale (of fish/snake)	1				
1891	èna	sisik	scale (of fish/snake)		Enggano Barohia	Helfrich & Pieters 1891	1837	1891	scale (of fish/snake)	1				
1894	enania	sisik	scale (of fish/snake)		Enggano	Modigliani 1894	1837	1894	scale (of fish/snake)	1				
1987	e-ẽnã	sisik	scale (of fish/snake)		Enggano	Kähler 1987	1837	1987K	scale (of fish/snake)	1				
1894	epuru	menakut-nakuti	scare		Enggano	Modigliani 1894	1838	1894	scare	1				
1891	kahok²	menakutkan	scary	object features	Enggano Kèfoe	Helfrich & Pieters 1891	1839	1891	scary	1				
1891	kahok²	menakutkan	scary	object features	Enggano Barohia	Helfrich & Pieters 1891	1839	1891	scary	1				
1894	cahò	menakutkan	scary	object features	Enggano	Modigliani 1894	1839	1894	scary	1				
1888	mohoi	bambu talang	Schizostachyum brachycladum	plants	Enggano	Helfrich 1888	1840	1888	Schizostachyum brachycladum	1				
1864	éhèhlèh	gunting	scissors	tools	Enggano North	Walland 1864	1841	1864	scissors	1				
1891	fini	gunting	scissors	tools	Enggano Kèfoe	Helfrich & Pieters 1891	1841	1891	scissors	1				
1891	pini	gunting	scissors	tools	Enggano Barohia	Helfrich & Pieters 1891	1841	1891	scissors	1				
1891	panaoe	memarahi	scold		Enggano Kèfoe	Helfrich & Pieters 1891	1842	1891	scold	1				
1891	panaoe	memarahi	scold		Enggano Barohia	Helfrich & Pieters 1891	1842	1891	scold	1				
1895	pānāoe	memarahi	scold		Enggano Pulau Dua 1895	Stockhof 1987	1842	1895	speak	1				
1891	kakihok²	hangus	scorched		Enggano Kèfoe	Helfrich & Pieters 1891	1843	1891	scorched	1				hangus_;_cf. burn (tr.)
1891	kakihok²	hangus	scorched		Enggano Barohia	Helfrich & Pieters 1891	1843	1891	scorched	1				hangus_;_cf. burn (tr.)
2011	ki-nenen	hangus	scorched		Enggano Meok	Yoder 2011	1843	2011	scorched	1				hangus_;_cf. burn (tr.)
2019	kinėnėn	hangus	scorched		Enggano Elicitation	Aron 2019	1843	2019	scorched	1				hangus_;_cf. burn (tr.)
1888	èkaha	kalajengking	scorpion	animals	Enggano	Helfrich 1888	1844	1888	scorpion	1				
1891	anani	mengikis	scrape		Enggano Kèfoe	Helfrich & Pieters 1891	1845	1891	scrape	1				
1891	anani	mengikis	scrape		Enggano Barohia	Helfrich & Pieters 1891	1845	1891	scrape	1				
1864	kanihonie	menggores	scratch	activities	Enggano North	Walland 1864	1846	1864	scratch	1				
1864	phio-noh	menggores	scratch	activities	Enggano North	Walland 1864	1847	1864	scratch	1				
1987	hi'on	menggores	scratch	activities	Enggano Malakoni	Kasim et al. 1987	1847	1987	scratch	1				
1987	hi'on	menggores	scratch	activities	Enggano Banjar Sari	Kasim et al. 1987	1847	1987	scratch	1				
2011	hion	menggores	scratch	activities	Enggano Meok	Yoder 2011	1847	2011	scratch	1				
2019	hĩõn	menggores	scratch	activities	Enggano Elicitation	Aron 2019	1847	2019	scratch	1				
1864	oeweh	laut	sea	natural objects	Enggano North	Walland 1864	1848	1864	sea	1				cf. saltwater
1870	éoewé	laut	sea	natural objects	Enggano	Francis 1870	1848	1870	sea	1				cf. saltwater
1879	éoewé	laut	sea	natural objects	Enggano	Oudemans 1879	1848	1879	sea	1				cf. saltwater
1891	èoewè	laut	sea	natural objects	Enggano Kèfoe	Helfrich & Pieters 1891	1848	1891	sea	1				cf. saltwater
1891	èoewè	laut	sea	natural objects	Enggano Barohia	Helfrich & Pieters 1891	1848	1891	sea	1				cf. saltwater
1894	euè	laut	sea	natural objects	Enggano	Modigliani 1894	1848	1894	sea	1				cf. saltwater
1895	èoewè	laut	sea	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	1848	1895	sea	1				cf. saltwater
1987	e-ʔue	laut	sea	natural objects	Enggano	Kähler 1987	1848	1987K	sea	1				cf. saltwater
1987	iyūūt	laut	sea	natural objects	Enggano Malakoni	Kasim et al. 1987	1848	1987	sea	1				cf. saltwater
1987	iyūūt	laut	sea	natural objects	Enggano Banjar Sari	Kasim et al. 1987	1848	1987	sea	1				cf. saltwater
2011	iu	laut	sea	natural objects	Enggano Meok	Yoder 2011	1848	2011	sea	1				cf. saltwater
2019	(e')yu	laut	sea	natural objects	Enggano Elicitation	Aron 2019	1848	2019	sea	1				cf. saltwater
2011	haʔau	laut	sea	natural objects	Enggano Meok	Yoder 2011	1849	2011	sea	1				
2019	ha'au	laut	sea	natural objects	Enggano Elicitation	Aron 2019	1849	2019	sea	1				
1888	èfakoeiè	teripang	sea cucumber	animals	Enggano	Helfrich 1888	1850	1888	sea cucumber	1				
1888	kiokko	waru	sea hibiscus (Hibiscus tiliaceus)	plants	Enggano	Helfrich 1888	1851	1888	sea hibiscus (Hibiscus tiliaceus)	1				
1987	ekeʔoko	waru	sea hibiscus (Hibiscus tiliaceus)	plants	Enggano	Kähler 1987	1851	1987K	sea hibiscus (Hibiscus tiliaceus)	1				
2011	korea	burung camar	seagull	animals	Enggano Meok	Yoder 2011	1852	2011	seagull	1				
2019	korea	burung camar	seagull	animals	Enggano Elicitation	Aron 2019	1852	2019	seagull	1				
1895	èhèkoeĕ	kursi	seat		Enggano Pulau Dua 1895	Stockhof 1987	1853	1895	bench, seat	1				
2011	hẽkũ	kursi	seat		Enggano Meok	Yoder 2011	1853	2011	seat	1				
2019	hyėh hẽku	kursi	seat		Enggano Elicitation	Aron 2019	1853	2019	seat	1				
1895	ija adoewĕ	kedua	second	numerals	Enggano Pulau Dua 1895	Stockhof 1987	1854	1895	second	1				
1894	pua	lihat	see	other	Enggano	Modigliani 1894	1855	1894	see	1				
1982	bupua(ha)	lihat	see	other	Enggano	Capell 1982	1855	1982	see	1				
1987	ki-pɨa	lihat	see	other	Enggano	Kähler 1987	1855	1987K	see	1				
1987	pē	lihat	see	other	Enggano Malakoni	Kasim et al. 1987	1855	1987	see	1				
1987	pē	lihat	see	other	Enggano Banjar Sari	Kasim et al. 1987	1855	1987	see	1				
2011	pɨ	lihat	see	other	Enggano Meok	Yoder 2011	1855	2011	see	1				
2019	kipė	lihat	see	other	Enggano Elicitation	Aron 2019	1855	2019	see	1				
1891	föak	lihat	see	other	Enggano Kèfoe	Helfrich & Pieters 1891	1856	1891	see	1				
1891	föak	lihat	see	other	Enggano Barohia	Helfrich & Pieters 1891	1856	1891	see	1				
1982	toak	lihat	see	other	Enggano	Capell 1982	1856	1982	sky	1	confusion of t/f, *foak expected	confusion of t/f, *foak expected		
1855	peninej	lihat	see	other	Enggano South?	v. Rosenberg 1855	1857	1855vR	see	1				
1855	pipinai	lihat	see	other	Enggano Northwest?	vd Straten & S. 1855	1857	1855vdS	see	1				
1987	kĩ-pĩnã	lihat	see		Enggano	Kähler 1987	1858	1987K	see	1	archaic	archaic		
2011	pah-pɨ	lihat	see		Enggano Meok	Yoder 2011	1858	2011	see	1				
1891	èbakiefieĕ	benih	seed		Enggano Kèfoe	Helfrich & Pieters 1891	1859	1891	seed	1				
1891	èbakiefieĕ	benih	seed		Enggano Barohia	Helfrich & Pieters 1891	1859	1891	seed	1				
1987	ẽ-kṹãʔãkũ̀ãʔã	benih	seed		Enggano	Kähler 1987	1859	1987K	seed	1				
1987	babit	benih	seed		Enggano Malakoni	Kasim et al. 1987	1859	1987	seed	1				
1987	pia	benih	seed		Enggano Banjar Sari	Kasim et al. 1987	1859	1987	seed	1				
2011	kaʔ-kũãʔ	benih	seed		Enggano Meok	Yoder 2011	1859	2011	seed	1				
2019	kõ'kã	benih	seed		Enggano Elicitation	Aron 2019	1859	2019	seed	1				
1895	èhoewè	benih	seed		Enggano Pulau Dua 1895	Stockhof 1987	1860	1895	pip, stone, bean	1				
1987	ẽ-hũẽ	benih	seed		Enggano	Kähler 1987	1860	1987K	seed	1				
1987	ẽ-kõʔõkãʔã	benih	seed		Enggano	Kähler 1987	1861	1987K	seed	1				
1891	abĕĕadi	mencari	seek	activities	Enggano Kèfoe	Helfrich & Pieters 1891	1862	1891	seek	1				
1891	abĕĕadi	mencari	seek	activities	Enggano Barohia	Helfrich & Pieters 1891	1862	1891	seek	1				
1895	abĕĕ adi	mencari	seek	activities	Enggano Pulau Dua 1895	Stockhof 1987	1862	1895	seek	1				
1855	penoenaai	mencari	seek	activities	Enggano Northwest?	vd Straten & S. 1855	1863	1855vdS	seek	1				
1864	no-noi	mencari	seek	activities	Enggano North	Walland 1864	1863	1864	seek	1				
1891	mĕnoenoek²	mencari	seek	activities	Enggano Kèfoe	Helfrich & Pieters 1891	1863	1891	seek	1				
1891	mĕnoenoek²	mencari	seek	activities	Enggano Barohia	Helfrich & Pieters 1891	1863	1891	seek	1				
1895	noenoe(k) ; kanoenoefè	mencari	seek	activities	Enggano Pulau Dua 1895	Stockhof 1987	1863	1895	seek	2				
1894	bahoari	mencari	seek	activities	Enggano	Modigliani 1894	1864	1894	seek	1				
1855	bolie	menjual	sell		Enggano Northwest?	vd Straten & S. 1855	1865	1855vdS	sell	1				
1891	boriak	menjual	sell		Enggano Kèfoe	Helfrich & Pieters 1891	1865	1891	sell	1				
1891	boriak	menjual	sell		Enggano Barohia	Helfrich & Pieters 1891	1865	1891	sell	1				
1894	pachèli [enia]	menjual	sell		Enggano	Modigliani 1894	1865	1894	sell	1				
1895	[oeakau] băriak	menjual	sell		Enggano Pulau Dua 1895	Stockhof 1987	1865	1895	sell	1				
2011	kah-dɨaʔ ; ʔɨdiaʔ	menjual	sell		Enggano Meok	Yoder 2011	1865	2011	sell	2				
2019	kahėdia	menjual	sell		Enggano Elicitation	Aron 2019	1865	2019	sell	1				
1855	pemanabo	mengirim	send	transfer	Enggano South?	v. Rosenberg 1855	1866	1855vR	send	1				
1891	tèjah	mengirim	send	transfer	Enggano Kèfoe	Helfrich & Pieters 1891	1866	1891	send	1				
1891	tèjah	mengirim	send	transfer	Enggano Barohia	Helfrich & Pieters 1891	1866	1891	send	1				
1894	uaha ioni	mengirim	send	transfer	Enggano	Modigliani 1894	1866	1894	send	1				
1891	kakarai	mengirimkan	send away		Enggano Kèfoe	Helfrich & Pieters 1891	1867	1891	send away	1				
1891	kakarai	mengirimkan	send away		Enggano Barohia	Helfrich & Pieters 1891	1867	1891	send away	1				
2011	kudaʔai	khotbah	sermon		Enggano Meok	Yoder 2011	1868	2011	sermon	1				
1891	kakoehè afoi	terbenam	set (sun, moon)		Enggano Kèfoe	Helfrich & Pieters 1891	1869	1891	set (sun, moon)	1				
1891	kakoehè afoi	terbenam	set (sun, moon)		Enggano Barohia	Helfrich & Pieters 1891	1869	1891	set (sun, moon)	1				
1891	pahèkoe	menyalakan api (untuk memasak)	set fire (for cooking)	activities	Enggano Kèfoe	Helfrich & Pieters 1891	1870	1891	boil (tr.)	1				cf. sit
1891	pahèkoe	menyalakan api (untuk memasak)	set fire (for cooking)	activities	Enggano Barohia	Helfrich & Pieters 1891	1870	1891	boil (tr.)	1				cf. sit
1895	pahèkoe	menyalakan api (untuk memasak)	set fire (for cooking)	activities	Enggano Pulau Dua 1895	Stockhof 1987	1870	1895	bake, grill, fry	1				cf. sit
1916	pahaèkoe	menyalakan api (untuk memasak)	set fire (for cooking)	activities	Enggano	Helfrich 1916	1870	1916	set fire (for cooking)	1				cf. sit
1987	paha͜eku	menyalakan api (untuk memasak)	set fire (for cooking)	activities	Enggano	Kähler 1987	1870	1987K	regulate	1				cf. sit
1916	èaoekaā	gigi	set of teeth	body parts	Enggano	Helfrich 1916	1871	1916	set of teeth	1			lit. 'bone of teeth'	
ms.	ea͜uˈkaʔ ; ea͜oˈkaʔ ; ɛa͜ukaʔ ; ea͜ukaˈʔaʔ ; ɛa͜ukaʔaʔ	gigi	set of teeth	body parts	Enggano	Nothofer 1986 ms.	1871	ms.	set of teeth	5			lit. 'bone of teeth'	
1987	eʔā ukaʔa	gigi	set of teeth	body parts	Enggano	Kähler 1987	1871	1987K	set of teeth	1			lit. 'bone of teeth'	
1854	aliema adoea	tujuh	seven	numerals	Enggano	Boewang 1854	1872	1854	seven	1			literally 'five and two'	
<1855	alina-adoewa	tujuh	seven	numerals	Enggano	Brouwer <1855	1872	<1855	seven	1			literally 'five and two'	
1855	alimei adoea	tujuh	seven	numerals	Enggano South?	v. Rosenberg 1855	1872	1855vR	seven	1			literally 'five and two'	
1855	lieba doea	tujuh	seven	numerals	Enggano Northwest?	vd Straten & S. 1855	1872	1855vdS	seven	1			literally 'five and two'	
1864	aliebah-adoea	tujuh	seven	numerals	Enggano North	Walland 1864	1872	1864	seven	1			literally 'five and two'	
1870	alima é adoea	tujuh	seven	numerals	Enggano	Francis 1870	1872	1870	seven	1			literally 'five and two'	
1879	aliebe é adoewa	tujuh	seven	numerals	Enggano	Oudemans 1879	1872	1879	seven	1			literally 'five and two'	
1891	alibĕ adoewĕ	tujuh	seven	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	1872	1891	seven	1			literally 'five and two'	
1891	alibĕ adoewĕ	tujuh	seven	numerals	Enggano Barohia	Helfrich & Pieters 1891	1872	1891	seven	1			literally 'five and two'	
1894	alíme aduwa	tujuh	seven	numerals	Enggano	Modigliani 1894	1872	1894	seven	1			literally 'five and two'	
1895	ariba adoewĕ	tujuh	seven	numerals	Enggano Pulau Dua 1895	Stockhof 1987	1872	1895	seven	1			literally 'five and two'	
1987	ʔadiba hī ʔadua	tujuh	seven	numerals	Enggano	Kähler 1987	1872	1987K	seven	1			literally 'five and two'	
2011	ʔarib he ʔaru	tujuh	seven	numerals	Enggano Meok	Yoder 2011	1872	2011	seven	1			literally 'five and two'	
2019	arib hiaru	tujuh	seven	numerals	Enggano Elicitation	Aron 2019	1872	2019	seven	1			literally 'five and two'	
1870	kahaie kododoka é kahafoeloe takka é aliema takka	tujuh ratus	seven hundred	numerals	Enggano	Francis 1870	1873	1870	seven hundred	1				
1864	kapoeloe aliebah-adoea	tujuh belas	seventeen	numerals	Enggano North	Walland 1864	1874	1864	seventeen	1				
1894	cahafúlo alíme ; adúwa	tujuh belas	seventeen	numerals	Enggano	Modigliani 1894	1874	1894	seventeen	2				
1855	akoeloe taka tahapoeloe	tujuh puluh	seventy	numerals	Enggano South?	v. Rosenberg 1855	1875	1855vR	seventy	1				
