ID	Cognate ID	Year	Given as	Common transcription	Common transcription tokenised	IPA phonemic transcription	IPA phonmeic transcription tokenised	Indonesian	English	Original English gloss in source	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Semantic field	Concepticon	Number of Cognates
5522	1793	1987	e-daba	e-daba	e - d a b a	e-daba	e - d a b a	sisi kanan	right side		Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/31383"" target=""_blank"">wanaN</a>	right (side, hand)	ACD	*<a href=""https://acd.clld.org/cognatesets/31383#s-9474"" target=""_blank"">wanan</a>	right (side, hand)	ACD	Kähler 1987:33	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	6
5523	1793	2011	dab	dab	d a b	dab	d a b	sisi kanan	right side		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/31383"" target=""_blank"">wanaN</a>	right (side, hand)	ACD	*<a href=""https://acd.clld.org/cognatesets/31383#s-9474"" target=""_blank"">wanan</a>	right (side, hand)	ACD	Kähler 1987:33	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	6
5524	1793	2019	edab	edab	e d a b	edab	e d a b	sisi kanan	right side		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/31383"" target=""_blank"">wanaN</a>	right (side, hand)	ACD	*<a href=""https://acd.clld.org/cognatesets/31383#s-9474"" target=""_blank"">wanan</a>	right (side, hand)	ACD	Kähler 1987:33	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	6
5525	1794	1987	kanan	kanan	k a n a n	kanan	k a n a n	sisi kanan	right side		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	1
5526	1794	1987	kanan	kanan	k a n a n	kanan	k a n a n	sisi kanan	right side		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	1
5527	1795	1894	epeèca	epeEka	e p e E k a	epeɛka	e p e ɛ k a	sisi kanan	right side		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIGHT	Spatial relations	https://concepticon.clld.org/parameters/1019	1
5528	1796	1891	èfè	EfE	E f E	ɛfɛ	ɛ f ɛ	pelek	rim		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EDGE	Spatial relations	https://concepticon.clld.org/parameters/863	2
5529	1796	1891	èpè	EpE	E p E	ɛpɛ	ɛ p ɛ	pelek	rim		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EDGE	Spatial relations	https://concepticon.clld.org/parameters/863	2
5530	1797	1864	kalihah-apah	kalixah'apah	k a l i x a h ' a p a h	kaliçahʔapah	k a l i ç a h ʔ a p a h	cincin	ring		Enggano North	Walland 1864	NA	is this word related to 'ear'?	NA	NA	NA	NA	NA	NA	NA	NA	RING	Clothing and grooming	https://concepticon.clld.org/parameters/1374	5
5531	1797	1894	carèo apo	karEo apo	k a r E o # a p o	karɛo apo	k a r ɛ o # a p o	cincin	ring		Enggano	Modigliani 1894	NA	is this word related to 'ear'?	NA	NA	NA	NA	NA	NA	NA	NA	RING	Clothing and grooming	https://concepticon.clld.org/parameters/1374	5
5532	1797	1895	kariha oewapŏ ; karihā	karixa uwapO ; karixaa	k a r i x a # u w a p O # ; # k a r i x aa	kariça uwapɔ ; kariçaː	k a r i ç a # u w a p ɔ # ; # k a r i ç aː	cincin	ring		Enggano Pulau Dua 1895	Stockhof 1987	karihā is missing its second part	is this word related to 'ear'?	NA	NA	NA	NA	NA	NA	NA	NA	RING	Clothing and grooming	https://concepticon.clld.org/parameters/1374	5
5533	1797	2011	karah ʔeap	karah 'Eap	k a r a h # ' E a p	karah ʔɛap	k a r a h # ʔ ɛ a p	cincin	ring		Enggano Meok	Yoder 2011	NA	is this word related to 'ear'?	NA	NA	NA	NA	NA	NA	NA	NA	RING	Clothing and grooming	https://concepticon.clld.org/parameters/1374	5
5534	1797	2019	kara'a	kara'a	k a r a ' a	karaʔa	k a r a ʔ a	cincin	ring		Enggano Elicitation	Aron 2019	NA	is this word related to 'ear'?	NA	NA	NA	NA	NA	NA	NA	NA	RING	Clothing and grooming	https://concepticon.clld.org/parameters/1374	5
5535	1798	1870	kifaejo ajae	kifa:eyo aya:e	k i f a:e y o # a y a:e	kifaɛjo ajaɛ	k i f aɛ j o # a j aɛ	jari manis	ring finger		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FINGER	The body	https://concepticon.clld.org/parameters/1303	3
5536	1798	1879	kiefa éjoe éjoe	kifa eyu eyu	k i f a # e y u # e y u	kifa eju eju	k i f a # e j u # e j u	jari manis	ring finger		Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FINGER	The body	https://concepticon.clld.org/parameters/1303	3
5537	1798	1894	eu apo	eu apo	e u # a p o	eu apo	e u # a p o	jari manis	ring finger		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FINGER	The body	https://concepticon.clld.org/parameters/1303	3
5538	1799	1894	eminuáe	eminuae	e m i n u a e	eminuae	e m i n u a e	jari manis kaki	ring toe		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TOE	The body	https://concepticon.clld.org/parameters/1389	1
5539	1800	1891	[hö]böhak²	[hu̇]bu̇ha'	[ h u̇ ] b u̇ h a '	[hɨ]bɨhaʔ	[ h ɨ ] b ɨ h a ʔ	matang	ripe		Enggano Kèfoe	Helfrich & Pieters 1891	hö literally means 'already'	NA	cf. roast (v.)	NA	NA	NA	NA	NA	NA	NA	RIPE	Food and drink	https://concepticon.clld.org/parameters/178	3
5540	1800	1891	[hö]böhak²	[hu̇]bu̇ha'	[ h u̇ ] b u̇ h a '	[hɨ]bɨhaʔ	[ h ɨ ] b ɨ h a ʔ	matang	ripe		Enggano Barohia	Helfrich & Pieters 1891	hö literally means 'already'	NA	cf. roast (v.)	NA	NA	NA	NA	NA	NA	NA	RIPE	Food and drink	https://concepticon.clld.org/parameters/178	3
5541	1800	1895	[hŏ]boehā(k) ; [hŏ]boha(k)	[hO]buhaa' ; [hO]bOha'	[ h O ] b u h aa ' # ; # [ h O ] b O h a '	[hɔ]buhaːʔ ; [hɔ]bɔhaʔ	[ h ɔ ] b u h aː ʔ # ; # [ h ɔ ] b ɔ h a ʔ	matang	ripe		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. roast (v.)	NA	NA	NA	NA	NA	NA	NA	RIPE	Food and drink	https://concepticon.clld.org/parameters/178	3
5542	1800	1987	kibəha	kibu̇ha	k i b u̇ h a	kibɨha	k i b ɨ h a	matang	ripe	cooked	Enggano	Kähler 1987	NA	NA	cf. roast (v.)	NA	NA	NA	NA	NA	NA	NA	RIPE	Food and drink	https://concepticon.clld.org/parameters/178	3
5543	1801	1894	menaco	menako	m e n a k o	menako	m e n a k o	matang	ripe		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIPE	Food and drink	https://concepticon.clld.org/parameters/178	1
5544	1802	<1855	nakoh-nakoh	nakOh-nako	n a k O h - n a k o	nakɔh-nako	n a k ɔ h - n a k o	pisang matang	ripe banana	banana	Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BANANA	Agriculture and vegetation	https://concepticon.clld.org/parameters/868	3
5545	1802	1855	nako nako	nako nako	n a k o # n a k o	nako nako	n a k o # n a k o	pisang matang	ripe banana	banana	Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BANANA	Agriculture and vegetation	https://concepticon.clld.org/parameters/868	3
5546	1802	1855	nako nako	nako nako	n a k o # n a k o	nako nako	n a k o # n a k o	pisang matang	ripe banana	banana	Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BANANA	Agriculture and vegetation	https://concepticon.clld.org/parameters/868	3
5547	1802	1987	enãkõ	enãkõ	e n ã k õ	enãkɔ͂	e n ã k ɔ͂	pisang matang	ripe banana	ripe banana, ripe fruit	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BANANA	Agriculture and vegetation	https://concepticon.clld.org/parameters/868	3
5548	1803	1855	kakaleha	kakaleha	k a k a l e h a	kakaleha	k a k a l e h a	upacara tradisional	ritual feast	dance (v.)	Enggano South?	v. Rosenberg 1855	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5549	1803	1855	kalale	kalalE	k a l a l E	kalalɛ	k a l a l ɛ	upacara tradisional	ritual feast	dance (v.)	Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5550	1803	1864	kalela-lelah ; kala-lehah	kalela'lelah ; kala'lehah	k a l e l a ' l e l a h # ; # k a l a ' l e h a h	kalelaʔlelah ; kalaʔlehah	k a l e l a ʔ l e l a h # ; # k a l a ʔ l e h a h	upacara tradisional	ritual feast		Enggano North	Walland 1864	kalela-lelah  means 'ritual feast' ; kala-lehah   means 'sing'	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5551	1803	1888	kalèak [baba]	kalEak [baba]	k a l E a k # [ b a b a ]	kalɛak [baba]	k a l ɛ a k # [ b a b a ]	upacara tradisional	ritual feast		Enggano	Helfrich 1888	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5552	1803	1894	calèac [bába]	kalEac [baba]	k a l E a c # [ b a b a ]	kalɛat͡ʃ [baba]	k a l ɛ a t͡ʃ # [ b a b a ]	upacara tradisional	ritual feast		Enggano	Modigliani 1894	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5553	1803	1979	kalea	kalea	k a l e a	kalea	k a l e a	upacara tradisional	ritual feast		Enggano	Amran et al. 1979	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5554	1803	1987	eakalea	eakalea	e a k a l e a	eakalea	e a k a l e a	upacara tradisional	ritual feast		Enggano	Kähler 1987	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5555	1803	2011	kare	karE	k a r E	karɛ	k a r ɛ	upacara tradisional	ritual feast		Enggano Meok	Yoder 2011	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5556	1803	2019	yakare	yakare	y a k a r e	jakare	j a k a r e	upacara tradisional	ritual feast		Enggano Elicitation	Aron 2019	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5557	1803	2023	kare	kare	k a r e	kare	k a r e	upacara tradisional	ritual feast		Contemporary Enggano	Zakaria et al. 2023	NA	NA	cf. ter Keurs (2002)	NA	NA	NA	NA	NA	NA	NA	FESTIVAL	Social and political relations	https://concepticon.clld.org/parameters/131	9
5558	1804	1864	baka-oewah	baka'uwah	b a k a ' u w a h	bakaʔuwah	b a k a ʔ u w a h	sungai	river		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5559	1804	1870	iebo	iibo	ii b o	iːbo	iː b o	sungai	river		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5560	1804	1879	iebo	ibO	i b O	ibɔ	i b ɔ	sungai	river		Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5561	1804	1987	e-boo	e-boo	e - b o o	e-boo	e - b o o	sungai	river	water	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5562	1804	1987	bēbEro	bėbEro	b ė b E r o	bəbɛro	b ə b ɛ r o	sungai	river		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5563	1804	1987	bēbEro	bėbEro	b ė b E r o	bəbɛro	b ə b ɛ r o	sungai	river		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5564	1804	2011	bero	bEro	b E r o	bɛro	b ɛ r o	sungai	river		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5565	1804	2019	bero	bero	b e r o	bero	b e r o	sungai	river		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5566	1805	<1855	biloa	bilOa	b i l O a	bilɔa	b i l ɔ a	sungai	river		Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5567	1805	1855	beloa	bEloa	b E l o a	bɛloa	b ɛ l o a	sungai	river		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5568	1805	1864	beloea	belua	b e l u a	belua	b e l u a	sungai	river		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5569	1805	1888	beloewa	beluwa	b e l u w a	beluwa	b e l u w a	sungai	river		Enggano	Helfrich 1888	inferred from river names	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5570	1805	1987	e-bedoa	e-bedoa	e - b e d o a	e-bedoa	e - b e d o a	sungai	river		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	5
5571	1806	1895	aka fidja	aka fija	a k a # f i j a	aka fid͡ʒa	a k a # f i d͡ʒ a	sungai	river		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RIVER	The physical world	https://concepticon.clld.org/parameters/666	1
5572	1807	1891	kaèo	ka:eo	k a:e o	kaɛo	k aɛ o	tikungan sungai	river bend		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CURVED	The physical world	https://concepticon.clld.org/parameters/1698	1
5573	1807	1891	kaèo	ka:eo	k a:e o	kaɛo	k aɛ o	tikungan sungai	river bend		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CURVED	The physical world	https://concepticon.clld.org/parameters/1698	1
5574	1808	1891	èèkowĕ	EEkowė	E E k o w ė	ɛɛkowə	ɛ ɛ k o w ə	jalan	road		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5575	1808	1891	èèkowĕ	EEkowė	E E k o w ė	ɛɛkowə	ɛ ɛ k o w ə	jalan	road		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5576	1808	1894	ecò	ekO	e k O	ekɔ	e k ɔ	jalan	road		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5577	1808	1895	èèkŏwĕ	EEkOwė	E E k O w ė	ɛɛkɔwə	ɛ ɛ k ɔ w ə	jalan	road	way, road, walk	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5578	1808	1979	keke	keke	k e k e	keke	k e k e	jalan	road		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5579	1808	1987	e-ʔekoa	e-'ekoa	e - ' e k o a	e-ʔekoa	e - ʔ e k o a	jalan	road		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5580	1808	1987	Eko	Eko	E k o	ɛko	ɛ k o	jalan	road	road, path	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5581	1808	1987	hEko	hEko	h E k o	hɛko	h ɛ k o	jalan	road	road, path	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5582	1808	2011	ʔeko	'Eko	' E k o	ʔɛko	ʔ ɛ k o	jalan	road	road, path	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5583	1808	2019	eko ; yeko	eko ; yeko	e k o # ; # y e k o	eko ; jeko	e k o # ; # j e k o	jalan	road		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAD	Motion	https://concepticon.clld.org/parameters/667	9
5584	1809	1891	faböha	fabu̇ha	f a b u̇ h a	fabɨha	f a b ɨ h a	memanggang	roast (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. ripe	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	4
5585	1809	1891	paböha	pabu̇ha	p a b u̇ h a	pabɨha	p a b ɨ h a	memanggang	roast (v.)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. ripe	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	4
5586	1809	1894	pabuha eòbi	pabuha eObi	p a b u h a # e O b i	pabuha eɔbi	p a b u h a # e ɔ b i	memanggang	roast (v.)		Enggano	Modigliani 1894	NA	NA	cf. ripe	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	4
5587	1809	1987	kipabəha	kipabu̇ha	k i p a b u̇ h a	kipabɨha	k i p a b ɨ h a	memanggang	roast (v.)	roast, cook, kiln	Enggano	Kähler 1987	NA	NA	cf. ripe	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	4
5588	1810	1895	kè	kE	k E	kɛ	k ɛ	memanggang	roast (v.)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	1
5589	1811	1894	cadicorè	kadikorE	k a d i k o r E	kadikorɛ	k a d i k o r ɛ	memanggang ayam	roast chicken (v.)		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROAST (SOMETHING)	Food and drink	https://concepticon.clld.org/parameters/1962	1
5590	1812	1891	amĕ	amė	a m ė	amə	a m ə	merampok	rob		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROB (VERB)	Basic actions and technology	https://concepticon.clld.org/parameters/2073	1
5591	1812	1891	amĕ	amė	a m ė	amə	a m ə	merampok	rob		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROB (VERB)	Basic actions and technology	https://concepticon.clld.org/parameters/2073	1
5592	1813	1987	epakúapa	epakúapa	e p a k ú a p a	epakúapa	e p a k ú a p a	pantai berbatu	rocky shore		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SHORE OF SEA	The physical world	https://concepticon.clld.org/parameters/3465	1
5593	1814	1891	fahoeroe	fahuru	f a h u r u	fahuru	f a h u r u	bergulung (v.)	roll (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROLL	Motion	https://concepticon.clld.org/parameters/827	2
5594	1814	1891	pahoeroe	pahuru	p a h u r u	pahuru	p a h u r u	bergulung (v.)	roll (v.)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROLL	Motion	https://concepticon.clld.org/parameters/827	2
5595	1815	<1855	kokoa	kOkOa	k O k O a	kɔkɔa	k ɔ k ɔ a	atap	roof		Enggano	Brouwer <1855	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5596	1815	1855	oba oba	oba oba	o b a # o b a	oba oba	o b a # o b a	atap	roof		Enggano South?	v. Rosenberg 1855	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5597	1815	1855	kokoea	kokua	k o k u a	kokua	k o k u a	atap	roof		Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5598	1815	1870	oeka oeba	uka uba	u k a # u b a	uka uba	u k a # u b a	atap	roof		Enggano	Francis 1870	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5599	1815	1879	oekoe-oeba	uku'uba	u k u ' u b a	ukuʔuba	u k u ʔ u b a	atap	roof		Enggano	Oudemans 1879	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5600	1815	1895	èoekoe	Euku	E u k u	ɛuku	ɛ u k u	atap	roof		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5601	1815	2011	purdu	purdu	p u r d u	purdu	p u r d u	atap	roof		Enggano Meok	Yoder 2011	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5602	1815	2019	kõ'kõ	kõ'kõ	k õ ' k õ	kɔ͂ʔkɔ͂	k ɔ͂ ʔ k ɔ͂	atap	roof		Enggano Elicitation	Aron 2019	NA	NA	cf. thatch	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	8
5603	1816	1895	anèka	anEka	a n E k a	anɛka	a n ɛ k a	atap	roof		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	1
5604	1817	1894	prururu èuba	prururu Euba	p r u r u r u # E u b a	prururu ɛuba	p r u r u r u # ɛ u b a	atap	roof		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	2
5605	1817	1895	poeroeroedija	pururudiya	p u r u r u d i y a	pururudija	p u r u r u d i j a	atap	roof		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ROOF	The house	https://concepticon.clld.org/parameters/769	2
5606	1818	1891	èkok²kok²	Eko'ko'	E k o ' k o '	ɛkoʔkoʔ	ɛ k o ʔ k o ʔ	atap (palem)	roof (palm)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	3
5607	1818	1891	èkok²kok²	Eko'ko'	E k o ' k o '	ɛkoʔkoʔ	ɛ k o ʔ k o ʔ	atap (palem)	roof (palm)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	3
5608	1818	1895	ko(k)èko(k)	kO'EkO'	k O ' E k O '	kɔʔɛkɔʔ	k ɔ ʔ ɛ k ɔ ʔ	atap (palem)	roof (palm)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	3
5609	1818	1987	e-pududui u-uba	e-pududui u-uba	e - p u d u d u i # u - u b a	e-pududui u-uba	e - p u d u d u i # u - u b a	atap (palem)	roof (palm)		Enggano	Kähler 1987	lit. 'hair of house'	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	3
5610	1819	1891	èkèok²	EkEo'	E k E o '	ɛkɛoʔ	ɛ k ɛ o ʔ	atap (rotan)	roof (rattan)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	2
5611	1819	1891	èkèok²	EkEo'	E k E o '	ɛkɛoʔ	ɛ k ɛ o ʔ	atap (rotan)	roof (rattan)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	2
5612	1819	1895	èkèo(k)	EkEO'	E k E O '	ɛkɛɔʔ	ɛ k ɛ ɔ ʔ	atap (rotan)	roof (rattan)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH OR ROOF	The house	https://concepticon.clld.org/parameters/2100	2
5613	1820	1891	oeroehei	uruhei	u r u h e i	uruhei	u r u h e i	atap balok	roof beam		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAM	The house	https://concepticon.clld.org/parameters/1132	1
5614	1820	1891	oeroehei	uruhei	u r u h e i	uruhei	u r u h e i	atap balok	roof beam		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAM	The house	https://concepticon.clld.org/parameters/1132	1
5615	1821	1895	kinŏnŏ	kinOnO	k i n O n O	kinɔnɔ	k i n ɔ n ɔ	sirap atap	roof shingle		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THATCH	The house	https://concepticon.clld.org/parameters/279	1
